name,type,notranslate,comment,value,en
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,tlayouter13,dispgrid,frame.caption",vaString,F,,Test
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,tlayouter13,tlayouter12,editfontextraspace,frame.caption",vaString,F,,ExtSp
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,tlayouter13,tlayouter12,editfontextraspace,hint",vaString,F,,Extra space between lines
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,tlayouter13,tlayouter12,editfontwidth,frame.caption",vaString,F,,Width
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,tlayouter13,tlayouter12,editfontheight,frame.caption",vaString,F,,Height
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,tlayouter13,tlayouter12,editfontname,frame.caption",vaString,F,,Font
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,tlayouter13,tlayouter12,editfontcolor,frame.caption",vaString,F,,Color
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,tlayouter13,tlayouter12,editbkcolor,frame.caption",vaString,F,,Bk. Color
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,tlayouter13,tlayouter12,editfontantialiased,frame.caption",vaString,F,,Anti aliased
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,tlayouter13,tlayouter11,tlayouter14,rightmarginon,frame.caption",vaString,F,,Right margin line
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,tlayouter13,tlayouter11,tlayouter14,linenumberson,frame.caption",vaString,F,,Line numbers
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,tlayouter13,tlayouter11,tlayouter14,editmarkbrackets,frame.caption",vaString,F,,Mark brackets
"projectoptionsfo,tlayouter9,tabwidget,editorpage,ttabwidget3,ttabpage23,tlayouter13,tlayouter11,tlayouter14,editmarkpairwords,frame.caption",vaString,F,,Mark pairwords
